"unique_id","vin","stock_num","seller_id","seller_name","seller_address","seller_city","seller_state","seller_zip","seller_phone","seller_email","seller_lat","seller_lon","condition","make","model","year","trim","body_type","price","mileage","exterior_color","interior_color","fuel_type","engine_type","num_cylinders ","transmission","num_doors","driveline","description","features","image_urls","listing_url"
"3987","1D7HU18227J541659","3987","22489","HIGH LIFE AUTO, LLC.","519 2ND STREET","FORT MADISON","IA","52627","319-372-8191","Miriam@highlifeauto.com","","","U","DODGE","RAM 1500","2007","ST","Pick-Up","       ","254538","RED","","G","5.7L","8","Automatic","4","4WD","PLEASE READ BEFORE YOU CALL OR COME IN!!! We only accept CASH payment. If there is no description here, check www.highlifeauto for updates.    Link to Video:    Good to Go:    Take a Look at:","Air Conditioning| Available| Power Steering| Tilt Wheel| AM/FM CD| Satellite| Sentry Key| Alarm| Available| Dual Front Air Bag| Active Belts| Extended Cab| Regular Bed| All Wheel ABS| 1/2 Ton","",""
"3989","2FMDK36C68BA65150","3989","22489","HIGH LIFE AUTO, LLC.","519 2ND STREET","FORT MADISON","IA","52627","319-372-8191","Miriam@highlifeauto.com","","","U","FORD","EDGE","2008","SE","SUV","       ","198996","BLACK","","G","3.5L","6","Automatic","4","FWD","PLEASE READ BEFORE YOU CALL OR COME IN!!! We only accept CASH payment. If there is no description here, check www.highlifeauto for updates.    Link to Video:    Good to Go:    Take a Look at:","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM CD/MP3| Satellite| Immobilizer| Keyless Entry| Available| Dual Airbags Front Head and Side| Active Seatbelts| Passenger Airbag Sensor| All Wheel ABS","",""
"3991","KMHWF35H25A207012","3991","22489","HIGH LIFE AUTO, LLC.","519 2ND STREET","FORT MADISON","IA","52627","319-372-8191","Miriam@highlifeauto.com","","","U","HYUNDAI","SONATA","2005","GLS","Sedan","       ","127675","SILVER","","G","2.7L","6","Automatic","4","FWD","PLEASE READ BEFORE YOU CALL OR COME IN!!! We only accept CASH payment. If there is no description here, check www.highlifeauto for updates.    Link to Video:    Good to Go:    Take a Look at:","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM CD| Dual Front Airbags| Side Airbags| Active Seatbelts| Passenger Airbag Sensor| All Wheel ABS| Removable Panels","",""
"3992","2FMDK52C79BA75284","3992","22489","HIGH LIFE AUTO, LLC.","519 2ND STREET","FORT MADISON","IA","52627","319-372-8191","Miriam@highlifeauto.com","","","U","FORD","FLEX","2009","SEL","SUV","       ","186913","RED","","G","3.5L","6","Automatic","4","FWD","PLEASE READ BEFORE YOU CALL OR COME IN!!! We only accept CASH payment. If there is no description here, check www.highlifeauto for updates.    Link to Video:    Good to Go:    Take a Look at:","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM CD/MP3| AM/FM CD/DVD| Sentry Key| Keyless Entry| Alarm| Daytime Running Lights| Dual Airbags Front Head and Side| Active Seatbelts| Passenger Airbag Sensor| Dual Rear Side Airbag| All Wheel ABS","",""
"3994","2G2WP552171102200","3994","22489","HIGH LIFE AUTO, LLC.","519 2ND STREET","FORT MADISON","IA","52627","319-372-8191","Miriam@highlifeauto.com","","","U","PONTIAC","GRAND PRIX","2007","","Sedan","       ","155689","WHITE","","G","3.8L","6","Automatic","4","FWD","PLEASE READ BEFORE YOU CALL OR COME IN!!! We only accept CASH payment. If there is no description here, check www.highlifeauto for updates.    Link to Video:    Good to Go:    Take a Look at:","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM CD| AM/FM CD/MP3| Satellite| Sentry Key| Keyless Entry| Daytime Running Lights| Dual Front Airbags| Passenger Sensor| Active Belts| All Wheel ABS","",""
"4001","1J4GA39139L748675","4001","22489","HIGH LIFE AUTO, LLC.","519 2ND STREET","FORT MADISON","IA","52627","319-372-8191","Miriam@highlifeauto.com","","","U","JEEP","WRANGLER UNLIMI","2009","X","SUV","       ","124331","GREEN","","G","3.8L","6","Automatic","4","4WD","PLEASE READ BEFORE YOU CALL OR COME IN!!! We only accept CASH payment. If there is no description here, check www.highlifeauto for updates.    Link to Video:    Good to Go:    Take a Look at:","Air Conditioning| Available| Power Steering| Tilt Wheel| AM/FM CD/MP3| Satellite| AM/FM CD/DVD| Passive sentry key| Dual Front Air Bag| Active Belts| All Wheel ABS| Retractable Roof Panel","",""
"4000","JF2SJABC3JH485046","4000","22489","HIGH LIFE AUTO, LLC.","519 2ND STREET","FORT MADISON","IA","52627","319-372-8191","Miriam@highlifeauto.com","","","U","SUBARU","FORESTER","2018","2.5I","SUV","       ","287327","GRAY","","G","2.5L","4","Automatic","4","AWD","PLEASE READ BEFORE YOU CALL OR COME IN!!! We only accept CASH payment. If there is no description here, check www.highlifeauto for updates.    Link to Video:    Good to Go:    Take a Look at:","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM CD/MP3| Immobilizer| Keyless Entry| Alarm| Daytime Running Lights| Dual Front Airbags| Side Airbags| Head Airbags| Rear Head Airbags| Active Seatbelts| All Wheel ABS| Power Sun/Moon Roof","",""
"4006","1C3CDFBBXED917633","4006","22489","HIGH LIFE AUTO, LLC.","519 2ND STREET","FORT MADISON","IA","52627","319-372-8191","Miriam@highlifeauto.com","","","U","DODGE","DART","2014","SXT","Sedan","       ","98180","BLACK","","G","2.4L","4","Automatic","4","FWD","PLEASE READ BEFORE YOU CALL OR COME IN!!! We only accept CASH payment. If there is no description here, check www.highlifeauto for updates.    Link to Video:    Good to Go:    Take a Look at:","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM CD/MP3| Satellite| AM/FM CD/DVD| Sentry Key| Keyless Entry| Alarm| Daytime Running Lights| Dual Front Airbags| Side Airbags| Head Airbags| Rear Head Airbags| Active Seatbelts| All Wheel ABS","",""
"4007","1GEEH90YXWU550355","4007","22489","HIGH LIFE AUTO, LLC.","519 2ND STREET","FORT MADISON","IA","52627","319-372-8191","Miriam@highlifeauto.com","","","U","CADILLAC","DEVILLE","1998","LIMO","Mid-Size","       ","40000","SILVER","","G","4.6L","8","Automatic","4","FWD","PLEASE READ BEFORE YOU CALL OR COME IN!!! We only accept CASH payment. If there is no description here, check www.highlifeauto for updates.    Link to Video:    Good to Go:    Take a Look at:","Active (Manual) Belts","",""
"3998","2A4RR5D15AR286619","3998","22489","HIGH LIFE AUTO, LLC.","519 2ND STREET","FORT MADISON","IA","52627","319-372-8191","Miriam@highlifeauto.com","","","U","CHRYSLER","TOWN & COUNTRY","2010","TOURING","Van","       ","206264","SILVER","","G","3.8L","6","Automatic","4","FWD","PLEASE READ BEFORE YOU CALL OR COME IN!!! We only accept CASH payment. If there is no description here, check www.highlifeauto for updates.    Link to Video:    Good to Go:    Take a Look at:","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM CD/MP3| Satellite| AM/FM CD/DVD| Sentry Key| Keyless Entry| Available| Dual Frnt and Hd Ar Bgs| Passenger Snsr| Active Seatbelts| All Wheel ABS","",""
